r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.7589925193571192,0.7582836738258166,6.913392961017232,1070.744592213733,4.3706809629948657e-107,1,-1145.5175473095935,2297.035094619187,2308.539526830375,16250.300759370486,340,342
